Station,Lat,Lon
TRAVERSE CITY MUNSON,44.7607,-85.6443
HEFLIN,33.6483,-85.6005
LITTLE FALLS 1.2 SW,45.9689,-94.3772
FRIEND 3E,40.6558,-97.2208
LITCHFIELD 0.3 ENE,42.0453,-84.7531
NEW WINDSOR 2.0 N,41.2313,-90.4354
BRADFORD 2.3 NW,40.1526,-84.4613
EMIGRANT SPRINGS,45.56,-118.45
FLORENCE,45.93364,-88.25828
JAMAICA 3.2 S,41.7991,-94.3093
BELLE PLAINE,41.8814,-92.2764
GUNFLINT LAKE 10 NW,48.1603,-90.8842
DETROIT LAKES 1 NNE,46.8373,-95.8375
CONCEPTION,40.2394,-94.6833
KINGSBURY,29.6834,-97.7671
GREEN BAY BOTANICAL,44.533,-88.098
HELENA,33.2725,-86.83361
STILWELL 1N,38.7748,-94.667
LAGO VISTA RUSTY ALLEN AIRPORT,30.5,-97.967
MADISON WWTP,45.0024,-96.1662
SPARTANBURG 3 SSE,34.9077,-81.9138
GAYLORD 1.7 WNW,45.0328,-84.7109
WELLSBORO 4 SW,41.7004,-77.3871
GAYLORD,45.0332,-84.7113
NEWCASTLE,42.653,-96.8775
CUYAHOGA FALLS 1.1 ESE,41.1623,-81.5037
BARTLESVILLE 3,36.7619,-96.0116
CEDAR PASS,41.58,-120.3
SKALKAHO SUMMIT,46.24,-113.77
GBRC MEADOWS,39.3,-111.45
THAYNES CANYON,40.62,-111.53
LOOMIS PARK,43.17,-110.14
ATHENS 4SW,39.9275,-89.7964
HICKSVILLE,41.28743,-84.75967
MORRISTOWN RADIO WCRK,36.2067,-83.3325
TOLEDO EXPRESS AP,41.5871,-83.8055
LEHIGH 4 SW,34.4339,-96.2717
WALWORTH CO METRO SEWERAGE DIST,42.6344,-88.6628
BIG HILL LAKE,37.2757,-95.4728
BANGOR INTERNATIONAL AIRPORT,44.7978,-68.8185
MCALESTER REGIONAL AIRPORT,34.8822,-95.783
GENESEO,38.5376,-98.161
CUMBERLAND 2,39.6419,-78.7561
FLINT 7W,43.0377,-83.7694
BEULAH 7SSW,44.5316,-86.1311
PIQUA 0.8 SSE,40.1358,-84.2476
TYNDALL,42.9919,-97.8702
MULLIN 3.9 WSW,31.528,-98.7243
CANTON,41.6516,-76.8463
GASTONIA,35.2671,-81.1436
BOWLEGS 3NE MESONET,35.17139,-96.63111
SHELBY 0.4 SSE,42.6659,-83.0287
HEALDTON 3 E,34.2332,-97.4202
CEDAR VALE 5SSE,37.0348,-96.463
CACAPON ST PRK # 2,39.5064,-78.3158
HARRIS STATION,45.4587,-69.8654
GRNVL SPART INTL AP,34.8842,-82.2209
HALES CORNERS-WHITNALL PK,42.9375,-88.0297
MADRID 6.4 S,41.7833,-93.7999
BOONVILLE 3.7 SE,38.9341,-92.6907
MANHATTAN ASOS,39.1346,-96.6788
NORTH HICKORY 1.4 WNW,35.7892,-81.3455
TEKAMAH MUNICIPAL AP,41.76361,-96.17778
WILLIAMSPORT REGIONAL AP,41.2433,-76.9217
STRASBURG 3.7 N,39.0422,-78.3506
SCHLESWIG 0.4 NE,42.1655,-95.4287
WILLOWDALE 1 SW,37.5046,-98.3116
BARRE MONTPELIER KNAPP STATE AP,44.2035,-72.5623
STRATFORD 1 NW,44.8175,-90.0899
CONOWINGO DAM,39.6556,-76.1756
SUNDERLAND,42.4448,-72.5529
FLETCHER 2.5 E,35.4412,-82.4596
WINSLOW TWP 3.5 W,39.7109,-74.9679
SONORA,37.9672,-120.3872
DES MOINES INTL AP,41.5338,-93.653
LAPEER WWTP,43.0608,-83.3074
PINEVIEW DAM,41.25767,-111.83772
CYRIL 5.6 SE,34.852,-98.123
PEARSALL 21.1 WNW,29.05,-99.389
FORESTVILLE-4E,44.6998,-87.39693
HARTFORD CITY 4 ESE,40.4355,-85.2891
TWO RIVERS 1.4 N,44.1762,-87.5833
TAUNTON MUNICIPAL AP,41.87556,-71.02111
VALE AG 2 SW,35.52364,-81.44435
MYRTLE CREEK,48.72,-116.46
GREENWOOD 8NE,34.2525,-82.03486
WALHALLA,34.7545,-83.0751
MT BALDY,39.14,-111.51
GARDEN CITY SUMMIT,41.92,-111.47
DANVILLE 3.3 W,32.6016,-83.3032
ILLINOIS CITY DAM 16,41.4255,-91.0094
CRANE 0.7 SSW,36.894,-93.577
LINCOLN 4.5 SE,40.7708,-96.6279
MURFREESBORO 4.2 SE,35.819,-86.3333
KINGSTON 2S,36.0086,-93.5205
SPICKARD 7 W,40.2472,-93.7158
WHITNEY POINT DAM,42.3418,-75.9653
ST PARIS 2 NE,40.1391,-83.9288
FANSHAWE,34.9511,-94.908
OMAHA EPPLEY AIRFIELD,41.3102,-95.8991
ADA 2NNE MESONET,34.7985,-96.6691
NORMAN 2.6 SSW,35.1893,-97.4611
ATLANTA DEKALB PEACHTREE AP,33.875,-84.30222
AUGUSTA,40.7472,-91.275
VERSAILLES 1.6 WSW,40.2181,-84.5139
JACKSON,43.3194,-88.168
HOPE 0.3 S,38.6868,-97.0752
KEYSER 2.0 SSW,39.4142,-79.0028
CHELSEA,42.3263,-84.0133
PADUCAH 10S,33.8758,-100.383
READING,42.524,-71.1249
GREER 3.0 NNE,34.9792,-82.2119
WARM SPRINGS,46.27,-113.16
VERMILLION 2 SE,42.7625,-96.9194
CINNABAR PARK,41.24,-106.23
MAQUOKETA 4 W,42.0494,-90.7488
GEORGE WEST 2.7 NNW,28.3638,-98.1405
RUTLAND,43.6253,-72.9781
HICKORY FAA AIRPORT,35.74207,-81.38229
WINTERVILLE,33.9664,-83.2911
PLAINVILLE 0.4 SE,39.2293,-99.2968
LAURINBURG MAXTON AP,34.79167,-79.36611
WILMINGTON 1.5 NE,42.573,-71.1442
DETROIT METROPOLITAN AP,42.2313,-83.3308
EAST MILFORD,42.8266,-71.626
SAVANNAH 0.6 NNE,39.9476,-94.8245
CHARLEVOIX,45.3172,-85.2672
DUNCAN AIRPORT,34.48306,-97.95778
WEARE 2 NE,43.099,-71.7572
SIOUX FALLS 3.4 ESE,43.5267,-96.6658
WARSAW,41.2634,-85.8677
HAVRE DE GRACE 4.0 WNW,39.5722,-76.1658
VICTORIA REGIONAL AIRPORT,28.8439,-96.9214
DANBURY MUNICIPAL AP,41.37139,-73.48278
WEST BRANCH 3SE,44.2541,-84.2011
GARDEN CORNERS,45.8983,-86.5485
SPUR PARK,46.78,-110.62
SIERRA BLANCA,33.4,-105.79
SALLISAW 1.0 SE,35.45,-94.7953
SUSANVILLE 3.5 SSW,40.363,-120.674
CAPRON 0.1 N,42.4,-88.7424
CHILLICOTHE AGRI-SCIENCE CENTER,39.82333,-93.57917
WEST PELZER,34.6427,-82.4547
HAVERHILL 0.7 N,42.7945,-71.0861
TRENTON MERCER COUNTY AP,40.27679,-74.81594
ARDMORE,34.1773,-97.1617
READING SPAATZ FIELD,40.36667,-75.96667
BLUEFIELD MERCER COUNTY AIRPORT,37.2978,-81.20366
PARSONS TRI CITY AP,37.32778,-95.50417
LEBANON 2W,37.68502,-92.69388
MARSHALLTOWN MUNICIPAL AP,42.11056,-92.91611
DECATUR WTP,39.8288,-88.9505
TAYLOR RANCH,30.97303,-98.94323
ASHEVILLE 13 S,35.4185,-82.5567
DAVID CITY,41.2491,-97.1327
FARMERSVILLE 1.7 E,39.6807,-84.3954
MESA LAKES,39.06,-108.06
DULUTH 0.9 ENE,34.0079,-84.1377
DENISON,42.0363,-95.3288
KULPSVILLE 2.6 SSW,40.2077,-75.3522
YORK 5 SSE,34.92231,-81.19671
FORT MILL 4 NW,35.0217,-81.0075
MIDWAY VALLEY,37.57,-112.84
WALTERS 4NW MESONET,34.3996,-98.3457
HAGERSTOWN 1.0 ENE,39.6423,-77.7018
LAKE CITY 5.0 SSW,44.2659,-85.2553
EDINA,40.1636,-92.1658
WELLSVILLE MUNICIPAL AP,42.10944,-77.99194
NORTH CREEK 5 SE,43.6611,-73.8969
PULASKI 2 E,37.0556,-80.7842
BENZONIA 5.3 S,44.5398,-86.1065
HOWELLS,41.7175,-97.003
CHAMBERSBURG 1 ESE,39.9353,-77.6394
PITTSFIELD MUNICIPAL AP,42.42722,-73.28917
HESSTON 0.6 SW,38.1335,-97.4363
CASS CITY 1 SSW,43.5861,-83.1805
BOSCAWEN 2.2 SE,43.2862,-71.6043
ISLIP-LI MACARTHUR AP,40.7939,-73.1017
MUSCATINE 2N,41.4713,-91.0463
SAULT STE MARIE SANDERSON FIELD,46.4794,-84.3572
GREEN MOUNTAIN,40.38,-115.53
HOWARD PRAIRIE,42.22,-122.37
PINE CREEK,38.88,-112.25
KELLEY R.S.,42.27,-110.81
DUCK KEY,24.77048,-80.9073
LANSING CAPITAL CITY AP,42.7761,-84.5997
RINGLING 1N MESONET,34.19361,-97.58806
PITTSBURGH ASOS,40.4846,-80.2144
GREENBANK 0.5 WSW,48.0961,-122.5829
PLAINS SW GA EXP STA,32.0467,-84.3711
HARBOR BEACH 1 SSE,43.8322,-82.6427
PAINESVILLE 4 NW,41.7525,-81.29556
MUNDELEIN 4 WSW,42.25515,-88.07758
COLE CAMP 3NW,38.48452,-93.2556
DEFIANCE AP,41.3375,-84.42889
KENDALLVILLE,41.4499,-85.2272
WEWOKA  3 SW,35.1313,-96.5389
RANGELEY 2 NW,44.9894,-70.6722
CHATSWORTH 2,34.7582,-84.7642
FORT PLAIN 0.2 SE,42.93,-74.6264
LANCASTER AIRPORT,40.12028,-76.29444
BELTON 7 NNE,34.60148,-82.43323
CLAYTON 2.6 SW,47.9752,-117.6061
SUSSEX 0.8 NNE,43.1456,-88.2106
LUCK,45.5733,-92.4852
HESSTON,38.1429,-97.42
NEWPORT STATE AP,41.53333,-71.28333
BASE CAMP,43.95,-110.45
MCCLURE 3.4 SSE,41.3282,-83.9088
SANDERSVILLE,32.9745,-82.8045
GREENFIELD,39.34242,-90.20599
D'HANIS 3.5 WSW,29.3261,-99.3378
KINGSLAND 0.5 S,30.6572,-98.4521
BAYFIELD FISH HATCHERY,46.7873,-90.8641
COLUMBUS METROPOLITAN AP,32.5161,-84.9422
DEXTER 2.2 SE,42.3045,-83.8553
PERRYSBURG 1.6 WSW,41.5411,-83.6497
LYMAN 5.3 WNW,34.9891,-82.2056
SHENANDOAH 1.4 N,38.507,-78.624
OSHKOSH,44.02055,-88.55783
JORDAN 1SSW,44.6501,-93.6356
LITCHFIELD,45.1279,-94.5348
DUSHORE,41.5216,-76.4043
ROCKFORD GREATER ROCKFORD AP,42.1927,-89.093
CHICAGO MIDWAY AP,41.78611,-87.75222
DULUTH NWS,46.8368,-92.2108
ELLIOT RIDGE,39.86,-106.42
CARROLLTON 3.2 SW,33.5551,-85.1203
ST CHARLES COUNTY AP,38.92861,-90.42806
MERIDIAN NAAS,32.55,-88.56667
JACKS PEAK,41.53,-116.01
CAMP JACKSON,37.81,-109.49
HUTCHINSON,38.09,-97.9125
FIFE LAKE  2WNW,44.5848,-85.3653
PRINCE GALLITZIN ST PARK,40.6515,-78.5551
GOUVERNEUR 3 NW,44.354,-75.5123
OSCEOLA 2.5 WSW,41.0167,-93.8175
AVILLA 3SW,41.3525,-85.29611
MANSFIELD LAHM RGNL AP,40.8204,-82.5178
ROSCOE  2SE,42.405,-88.9794
AUGUSTA STATE AP,44.3155,-69.7972
DENISON DAM,33.81667,-96.56667
LAURELVILLE,39.4706,-82.7344
GOLD,30.3481,-98.6861
GOLIAD 2.4 SE,28.6496,-97.3585
WAKEFIELD 3E,39.227,-96.9621
ASHBURNHAM,42.6178,-71.9159
CAMBRIDGE 5ESE,45.5505,-93.1265
COOK 8NE,47.8948,-92.5337
WAUSEON WATER PLANT,41.5183,-84.1452
MUNSON RIDGE,64.85,-146.21001
LURAY 3 SE,39.08544,-98.64118
MONUMENT PEAK,45.22,-110.24
DRY BREAD POND,41.41,-111.54
WOOSTER EXP STATION,40.7833,-81.9167
ELMORE 5 E,41.48333,-83.21667
ROCKWOOD 6.9 NNW,37.5978,-107.8253
LEBANON MUNICIPAL AP,43.62639,-72.30472
PHILADELPHIA INTL AP,39.87327,-75.22678
LOGAN,41.638,-95.7883
WASHINGTON DULLES INTL AP,38.9349,-77.4473
WARNER ROBINS,32.6094,-83.6163
CARLISLE WATER PLANT,40.2258,-77.1894
PLYMOUTH 5.3 WSW,43.7244,-88.0742
BELOIT,39.4575,-98.1125
WHITE LAKE 4E,42.698,-83.4716
ROAN MOUNTAIN 3SW,36.1637,-82.0952
CEDARTOWN,34.0588,-85.2338
BURLINGTON JUNCTION 1NW,40.4525,-95.073
ELYRIA 4 S,41.3,-82.11667
WATERVILLE 2.4 NNE,41.5309,-83.7188
CALLIHAM,28.4657,-98.3539
BRILLION,44.1613,-88.0802
CAVE SPRING 1.7 S,34.085,-85.3379
GRIMES 3 E,41.6886,-93.735
DECATUR 1 N,40.8483,-84.9299
FALLS CITY 7 WSW,28.9613,-98.1102
ST. MARYS 1.7 SE,41.4107,-78.5348
CARTERSVILLE AIRPORT,34.12306,-84.84861
BENTON HARBOR,42.1256,-86.4284
GOLIAD 14.3 NNE,28.8641,-97.3311
PLYMOUTH,43.73,-87.9713
HARRISON BOONE COUNTY AP,36.2668,-93.1566
ORANGE CITY,43.00056,-96.05389
LOGANSPORT CICOTT ST.,40.7477,-86.3877
MELVERN LAKE,38.504,-95.7037
KEENE,42.939,-72.3247
CHICHESTER 2.7 SSW,43.2115,-71.4143
BERLIN LAKE,41.1169,-81.0094
NEWKIRK 8E MESONET,36.8981,-96.9104
WHITEWATER,42.8508,-88.7247
WAHOO 1.7 S,41.1912,-96.6167
ARLINGTON MUNICIPAL AP,32.66361,-97.09389
LOWELL,42.6409,-71.3637
JOE POOL LAKE,32.6405,-96.9747
GLENCOE,39.8255,-78.83
STOCKTON 3 NNE,42.3996,-89.9902
NEW BALTIMORE 0.4 SSE,42.677,-82.7357
N SPRINGFIELD LAKE,43.3392,-72.5056
SPOONER AG RESEARCH STATION,45.8236,-91.8761
CHESANING,43.1936,-84.1113
HAWLEY - 15,41.5027,-75.159
CHOKE CANYON DAM NORTH SIDE,28.4673,-98.2462
GREENE,42.3239,-75.7711
CHEEKTOWAGA 2.7 NE,42.9412,-78.7193
NEW PHILADELPHIA CLEVER FIELD,40.47194,-81.42361
DAL-FTW WSCMO AP,32.8978,-97.0189
ALBION 3.7 S,41.3416,-85.4156
ARLINGTON 5.5 SSE,37.8186,-98.1545
KIMBALL 3N,45.3533,-94.3056
SILVER SPRING 6.4 NNE,39.0807,-77.0081
WHITE MILL,45.05,-109.91
COLUMBUS 3 NE,41.4638,-97.3277
LAMOILLE #3,40.65,-115.38
MENOMONIE,44.8743,-91.9364
PELLA 1S,41.3761,-92.9202
UNDERWOOD,41.3894,-95.6811
BRIDGEWATER,41.9538,-70.9571
MANVILLE 0.3 SSW,40.5382,-74.5921
BAITING HOLLOW,40.93408,-72.73959
ELMER,34.47889,-99.35167
UNION VILLAGE DAM,43.7917,-72.2578
WESTFIELD 3 SW,42.0931,-72.8035
VERSAILLES 0.2 SE,38.4311,-92.844
HENNEPIN 5 N,34.5797,-97.351
HORSESHOE BAY RESORT AIRPORT,30.533,-98.367
MARSHALLTOWN 1.4 ENE,42.0435,-92.8861
ROCK VALLEY,43.2044,-96.3061
LAKE GREENWOOD,34.16875,-81.9029
FOXBORO,42.0785,-71.238
JAMESTOWN 2.4 NW,39.625,-97.892
RACINE,42.7022,-87.7861
PERU,40.7646,-86.074
KITTERY POINT 0.8 WSW,43.081,-70.7138
BELLEVILLE,39.8185,-97.6377
MONTEZUMA 2 NW,32.3176,-84.065
WINDSOR,39.4459,-88.5962
MILLERSBURG,40.5375,-81.9197
CHATTANOOGA AP,35.03362,-85.20044
WARNER ROBINS 0.3 W,32.6119,-83.6359
NORTH ENGLISH,41.517,-92.0597
CARROLL,42.065,-94.85
WHITEFIELD MT WASHINGTON REGIONAL AP,44.3675,-71.545
GREENFIELD NO. 3,42.5719,-72.5975
TYLER POUNDS FIELD,32.35417,-95.4025
STEWARD 3S,41.81094,-89.02375
MC PHERSON 6.6 WSW,38.3299,-97.7787
RUSH CITY 2.8 NE,45.7169,-92.9257
WATERVILLE 2,35.77472,-83.09889
HERINGTON,38.6655,-96.9495
CARLETON 2W,42.0636,-83.4358
KANSAS CITY  SOUTH,38.9272,-94.5388
VANDALIA,39.3076,-91.4926
MONROE 2 SE,34.9797,-80.5233
HUNTER 6.0 NNE,36.6361,-97.6036
NEW OXFORD 1.3 SSE,39.8463,-77.0437
KATHLEEN 2.5 NW,32.5256,-83.6312
FOUNTAIN INN 2 SW,34.6746,-82.2268
INGRAM 2NW,30.0933,-99.2449
AVA 12SW,36.875,-92.852
TAYLORSVILLE,35.9225,-81.1716
LEXINGTON,33.8705,-83.1135
ABILENE 5.4 E,38.9341,-97.1238
CUMBRES TRESTLE,37.02,-106.45
EDINBURG 3.0 W,39.6509,-89.4452
WELDER W'LIFE FOUNDATION,28.1136,-97.4177
LOUISA,38.0421,-78.0061
BROOKFIELD 1.2 WSW,39.7824,-93.0979
HAWLEY 1 E,41.4764,-75.1652
MEAD 6S,41.143,-96.4808
SAN ANGELO MATHIS FIELD,31.35167,-100.495
COARSEGOLD 1.4 SE,37.247,-119.6855
GARRETT 1 S,41.3366,-85.1198
HOULTON AIRPORT,46.1185,-67.7928
WASOLA 5N,36.85814,-92.58758
LEES SUMMIT MUNICIPAL AP,38.95972,-94.37139
GORHAM AIRPORT,44.3933,-71.1947
RUNGE,28.8297,-97.7133
ATCHISON,39.5755,-95.1108
MAYNARD 2,42.4293,-71.4425
ONAWAY 4N,45.4108,-84.2233
DAYTON INTL AP,39.90639,-84.21861
GRATERFORD 1 E,40.2305,-75.4354
LEBANON 1.3 E,37.6675,-92.6366
RHODHISS HYDRO PLANT,35.7747,-81.4372
VELMA 7NW MESONET,34.5289,-97.7648
STEVENSON DAM,41.40389,-78.01833
LAWRENCEVILLE 4.2 SW,33.8996,-84.0349
SPENCER MUNICIPAL AP,43.16444,-95.20167
DORSEY BASIN,40.89,-115.2
CYNTHIANA 8.3 ENE,38.4456,-84.1615
EMERSON,42.2822,-96.7261
BYRON 3.2 N,42.1747,-89.2678
BRYAN 2 SE,41.4619,-84.5272
BROOKFIELD,43.0519,-88.1775
SAINT FRANCIS 4.0 E,45.409,-93.309
BLOOMSBURG UNIVERSITY,41.0072,-76.4482
JACKMAN,45.626,-70.246
GREENVILLE WATER PLANT,40.1032,-84.6504
SANTA ROSA 2.3 NW,38.4699,-122.7333
BOXFORD 2.4 S,42.6397,-70.9797
MORAN,45.9902,-84.8361
WOODBRIDGE TWP 1.1 ESE,40.5554,-74.274
LEVERETT NO. 2,42.4468,-72.53
PETOSKEY,45.3725,-84.9766
VAN BUREN 2.1 NNW,35.4769,-94.3607
MOUNT DIABLO JUNCTION,37.8792,-121.9303
LAFAYETTE PURDUE UNIVERSITY AP,40.41222,-86.93694
LOUISVILLE 1 E,33.0125,-82.3914
ISLAND LAKE 4E,47.02389,-92.07
HACKETTSTOWN 0.8 W,40.8515,-74.8403
BRISTOL AP,36.47967,-82.39898
ACME MESONET,34.8083,-98.0233
CHATHAM 1.4 ESE,39.6688,-89.6711
DALLAS REDBIRD AP,32.68083,-96.86806
BENTONVILLE 6.6 SSW,36.2788,-94.2437
INDIANOLA 2W,41.36639,-93.64806
TISKILWA 2.1 N,41.3235,-89.5047
FLETCHER 3 W,35.4267,-82.557
SALISBURY 9 WNW,35.6967,-80.6225
ANTLERS 5NW,34.2253,-95.7005
WATERVILLE TREATMENT PLT,44.5272,-69.6544
KINGSVILLE 2.2 WSW,38.7312,-94.1071
EPPING,43.0302,-71.0838
TOCCOA,34.5786,-83.3319
SIERRAVILLE RS,39.5833,-120.3705
BURLINGTON,41.7944,-72.932
CHICAGO OHARE INTL AP,41.995,-87.9336
BELLEVILLE 4.2 N,39.884,-97.6333
BETTENDORF 2.2 SE,41.5401,-90.4492
LANCASTER 3.6 NNW,34.7746,-80.793
INDEPENDENCE CREEK,39.49,-120.28
EAST SANGERVILLE,45.1369,-69.2806
JFK INTL AP,40.6386,-73.7622
JAFFREY SILVER RANCH AIRPARK,42.8088,-72.0053
MINNEAPOLIS,39.1246,-97.7047
DOVER 4.6 WNW,40.5507,-81.564
MINONK,40.91254,-89.03378
WICHITA COLONEL JAMES JABARA AP,37.74611,-97.22111
TAYLORVILLE 2SW,39.5334,-89.3069
SEDALIA WATER PLANT,38.6752,-93.2227
HAVERHILL,42.7594,-71.0602
ELMORE CITY 3 SW,34.61,-97.42222
WALPOLE 2,42.1609,-71.2461
BOWLING GREEN 1.7 WNW,41.3873,-83.6785
JACKSONVILLE NAS,30.23333,-81.66667
SULLIVAN 3SE,42.9675,-88.5497
TONGANOXIE 6.3 SSW,39.0295,-95.1391
SOUTH BOARDMAN 2W,44.6391,-85.325
FORTY FORT 0.4 NNE,41.2949,-75.8682
WEST BEND FIRE STATION,43.4319,-88.1605
POISON FLAT,38.51,-119.63
GROSSE POINTE FARMS,42.4077,-82.8891
MARQUETTE,46.5458,-87.3795
CORRAL CANYON,40.28,-115.53
TRYON 11.3 ENE,41.6414,-100.7747
BINGHAMTON (GREATER  AP),42.2068,-75.98
SOMERSET,38.2456,-78.2703
NEW BRAUNFELS MUNICIPAL AP,29.7089,-98.0458
MARION RESERVOIR,38.3779,-97.0754
HAVERHILL 3.6 WNW,42.813,-71.1458
RIVERHEAD RESEARCH FARM,40.9619,-72.7158
SPARTANBURG 5.1 WSW,34.9304,-82.0189
PHELPS,46.0663,-89.0752
OLOMANA FIRE STN 790.7,21.3775,-157.75082
LACONIA 2.8 S,43.5287,-71.4791
CHICAGO BOTANIC GARDEN,42.13987,-87.78537
BURTON 4N,43.0675,-83.5919
ROCKSPRINGS 26SSW,29.6879,-100.4216
LOGAN,39.5326,-82.3939
RUSHVILLE,40.12762,-90.55913
TOWANDA 1 S,41.7511,-76.443
ARAB 7.0 S,34.2305,-86.4792
PLAINVILLE 4WNW,39.245,-99.3808
WARWICK 3.2 WNW,41.2684,-74.416
MILL-D NORTH,40.66,-111.64
OAK HILL 0.3 WSW,38.9118,-77.4141
HOOPESTON,40.4664,-87.6851
NEWARK,43.04657,-77.08411
KILLEEN MUNICIPAL AP,31.08333,-97.68333
BELLEFONTE 4.3 E,40.9249,-77.6869
COLETO CREEK RESERVOIR,28.71556,-97.17417
POUGHKEEPSIE 3.9 SSE,41.647,-73.897
LYNN 0.3 WNW,40.0496,-84.9474
SAULT STE MARIE,46.4866,-84.4089
PINE GROVE FURNACE,40.0333,-77.3
DUBOIS JEFFERSON COUNTY AP,41.17833,-78.89889
DEL RIO 5.7 NW,29.4421,-100.9536
STURGEON BAY EXP FARM,44.8799,-87.33578
SPRINGFIELD WSO AP,37.23985,-93.39007
JEFFERSON CITY MEMORIAL AP,38.59111,-92.15583
BRACKETTVILLE,29.3168,-100.4145
WYTHEVILLE,36.9617,-81.087
METALINE FALLS 0.4 SSW,48.8576,-117.3738
CEDAR FALLS HYDRO PLANT,44.9355,-91.8885
NATIONAL ARBORETUM DC,38.9133,-76.97
WILLIAMSBURG 1E,41.6649,-91.9977
CANEY,37.0182,-95.9343
MIDDLETON,42.5934,-71.0187
NEBRASKA CITY 2NW,40.6986,-95.8866
BURLESON 1.1 WNW,32.541,-97.3458
HANSVILLE 1SW,47.8988,-122.5711
JERSEYVILLE 2 SW,39.10246,-90.34315
RUDYARD 5SE,46.19076,-84.50852
KANSAS CITY DOWNTOWN AP,39.1208,-94.5969
HAWKINS,32.5781,-95.2034
MADELINE ISLAND,46.778,-90.7654
BLUFFTON 0.9 SE,40.7301,-85.1607
RANGELEY,44.9891,-70.6719
CLOQUET,46.70539,-92.52391
SAYVILLE 0.0 N,40.7369,-73.0839
YORK 2.5 NNW,39.9965,-76.7533
WINCHESTER 9.4 NW,39.2741,-78.2963
ALEXANDRIA 5.6 SSW,38.7311,-77.089
TRACY,44.2394,-95.6308
HOBBS PARK,42.87,-109.09
AMBER LAKE,62.1925,-150.5033
FORSYTH 8.3 S,32.9143,-83.9416
COLOMA,39.5318,-93.529
NEW OXFORD 0.3 WSW,39.8608,-77.0618
AURORA 3.6 SE,41.7346,-88.2391
OSCEOLA 2.4 ENE,45.3304,-92.6494
PAULS VALLEY 1SSW MESONET,34.7155,-97.2292
BEDFORD 0.5 W,32.8473,-97.1421
JONESBORO,33.5312,-84.3545
HAYS 8.9 NNE,39.0016,-99.2726
OXON HILL,38.7955,-76.99481
SUBIACO,35.3028,-93.6369
MARIETTA WWTP,39.4087,-81.4329
ALTUS 3S MESONET,34.5872,-99.3381
NASHVILLE 6.2 SSW,36.0802,-86.8155
CORPUS CHRISTI 9.0 SSE,27.5905,-97.2247
WASHINGTON 6SSW MESONET,34.98194,-97.52083
KOKOMO 5 WSW,40.4614,-86.2122
GREEN LANE,40.3421,-75.4784
LAKE GENEVA 0.6 ENE,42.5917,-88.4177
SHEPHERD 3.7 SSE,43.4743,-84.6673
VERSAILLES,40.2197,-84.4821
ATOKA,34.3983,-96.14
LYMAN 4.1 WNW,34.964,-82.194
CHIMACUM 4 S,47.9522,-122.7908
ELGIN,42.0628,-88.2861
COLUMBIA 3.4 WNW,38.9796,-92.3798
NORTH HARTLAND LAKE,43.6027,-72.3621
WOODVILLE 1.7 NE,34.6388,-86.2577
GERBER 3.5 SW,40.021,-122.1901
RIPPLE CREEK,40.11,-107.29
COVERT,39.2425,-98.8677
TROY 1.2 NNE,38.992,-90.9652
CONOVER OXFORD SHOALS,35.8213,-81.1919
BERLIN,44.4535,-71.18552
CHICKAMAUGA PK LARC,34.9203,-85.2711
MARSEILLES 5.3 WNW,41.3535,-88.7841
NATOMA,39.1849,-99.025
CHATTANOOGA,34.4224,-98.6496
MURRAY 1.7 W,41.0413,-93.9805
WORTH 0.1 E,41.6874,-87.7911
GAYLORD 9 SSW,44.908,-84.7203
UNITY VILLAGE,38.9482,-94.397
WHITNEY DAM,31.8611,-97.375
MOLINE QUAD CITY INTL AP,41.46528,-90.52333
MACEDON,43.0731,-77.30196
BOERNE 12.4 N,29.9717,-98.6992
ARGONNE 1.5-NW,45.67347,-88.90426
TALBOTTON,32.6875,-84.5198
WEST LAFAYETTE 6 NW,40.475,-86.9919
KALKASKA 11SE,44.5897,-85.0486
AURORA RESEARCH FARM,42.7338,-76.6591
CLEVELAND-HOPKINS INTL AP,41.4057,-81.852
WATERTOWN,43.1741,-88.7363
TRENTON 7.8 E,40.0668,-93.4576
WOODBRIDGE TWP 1.1 NNE,40.5759,-74.2847
HUSTISFORD WWTP,43.34,-88.6005
KEYSER 2 SSW,39.42127,-79.00513
WAIKAPU 390,20.8536,-156.5088
CLINTON,38.395,-93.7711
OTTAWA,41.0324,-84.0543
CHICKASAW NRA,34.5019,-96.9718
ARBUCKLE MTN,45.19,-119.25
FIVE POINTS LAKE,40.72,-110.47
HARDSCRABBLE,40.87,-111.72
PLEASANT HILL WFO,38.8099,-94.2647
ENKA,35.5409,-82.6535
WINSTON SALEM REYNOLDS AP,36.13361,-80.22222
GREENWICH TWP 1.6 S,40.6554,-75.1167
ELK RIVER,45.3048,-93.5843
QUANTICO MCAS,38.50362,-77.30503
ANN ARBOR U OF MICH,42.29806,-83.66388
TRENTON,40.0824,-93.6086
GRAVETTE,36.4261,-94.448
ELGIN 1.9 NE,42.0606,-88.264
FREDERICKSBURG 12.2 W,30.2617,-99.0766
PORT HURON,42.975,-82.4194
ROCKWELL CITY,42.3969,-94.6291
MT OLIVE 1 E,39.0719,-89.7008
MONTROSE 3.0 S,38.2158,-93.9818
SULPHUR 4NNE MESONET,34.56583,-96.95028
JAMAICA PLAIN,42.3031,-71.124
NEVADA WATER PLANT,37.8395,-94.374
HAYESVILLE 5.2 E,35.054,-83.728
SHAWNEE 3NNW MESONET,35.36472,-96.94806
