"Site_ID","Site_Name","Town","Org_ID","Org_Name","SiteTypeID","WaterbodyID","Latitude_DD","Longitude_DD","Coordinate_Collection_Method","Datum","HUC8","HUC10","HUC12","WBID","WBID_Year","River_Mile_Headwaters","River_Mile_Mouth","River_Mile_Collection_Method","Site_Description","Site_Comment","Alternate_ID","Alternate_ID_Source"
"MUD17A_CUL","Longwood T station pedestrian bridge PVC pipe","Boston/Brookline ","CRWA","Charles River Watershed Association",6,16,"42.3416","-71.1084","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","Muddy River, southern bank; downstream end of PVC pipe placed under walking path to channel flow from overflowing manhole at Site MUD17C_MAN to river.  Pipe is located upstream of Longwood T station pedestrian bridge.  ","Grab","",""
"MUD17C_MAN","Broken manhole US from Site MUD17A_CUL.","Boston/Brookline ","CRWA","Charles River Watershed Association",1,16,"42.3414","-71.1086","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","Muddy River, southern bank; broken manhole located in woods upgradient of walking path, upstream from Site MUD17A_CUL.","Grab","",""
"MUD18","Longwood Ave bridge US","Boston/Brighton","CRWA","Charles River Watershed Association",1,16,"42.3403","-71.1106","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","US side of Longwood Ave bridge","","",""
"MUD19","Pedestrian bridge US","Boston/Brighton","CRWA","Charles River Watershed Association",1,16,"42.3419","-71.1085","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","US side of pedestrian bridge","","",""
"MUD19A_MAN","Circular stone structure manhole","Boston/Brookline ","CRWA","Charles River Watershed Association",1,16,"42.3417","-71.108","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","Muddy River, southern bank; overflowing manhole in park located upgradient of walking path and near circular stone structure.","Grab","",""
"MUD19B","MUD19A_MAN erosion gully","Boston/Brookline ","CRWA","Charles River Watershed Association",1,16,"42.342","-71.1082","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","Muddy River, southern bank; end of erosion gully created by overflow from MUD19A_MAN. ","Grab","",""
"MUD2","","Boston/Brighton","CRWA","Charles River Watershed Association",1,16,"42.32112","-71.11797","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","","","",""
"MUD20A_MAN","U pgradient manhole from MUD20B ","Boston/Brookline ","CRWA","Charles River Watershed Association",1,16,"42.342","-71.1071","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","Muddy River, southern bank; overflowing manhole next to large tree and upgradient of Site MUD20B.","Grab","",""
"MUD20B","Stone-laid channel","Boston/Brookline ","CRWA","Charles River Watershed Association",1,16,"42.3422","-71.1071","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","Muddy River, southern bank; sample collected at end of stone-laid channel that directs runoff into river.","Grab","",""
"MUD28_OUT","New stormwater outfall","Boston/Brookline ","CRWA","Charles River Watershed Association",3,16,"42.3399","-71.0962","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","Muddy river, southern bank; new stormwater outfall, near crosswalk coming from rear of MFA.","Grab","",""
"MUD30","Boston Gate Houses US bridge","Boston/Brighton","CRWA","Charles River Watershed Association",1,16,"42.3411","-71.0941","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","Bridge US of Boston Gate Houses","","",""
"MUD32","Agassiz Road Bridge DS","Boston","CRWA","Charles River Watershed Association",1,16,"42.343","-71.094","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","DS of Agassiz Road Bridge - US end is too difficult to access","","",""
"MUD33A_OUT","PVC outfall across from #35 Park Drive","Boston/Brookline ","CRWA","Charles River Watershed Association",3,16,"42.3439","-71.0945","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","Muddy River, norther bank; PVC outfall across from #35 Park Drive.","Grab","",""
"MUD33B","End of path between PVC outfall at MUD33A_OUT and river","Boston/Brookline ","CRWA","Charles River Watershed Association",3,16,"42.3439","-71.0945","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","Muddy River, northern bank; sample collected from flow over protruding tree root at end of path between PVC outfall at MUD33A_OUT and river.","Grab (TSS ONLY)","",""
"MUD35","Boylston and Fenway ramp US","Boston","CRWA","Charles River Watershed Association",1,16,"42.3466","-71.092","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","US side of ramp over Muddy between Boylston and Fenway","","",""
"MUD38","Park under Storrow Drive","Boston","CRWA","Charles River Watershed Association",1,16,"42.3508","-71.0925","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","Park under Storrow Drive","","",""
"MUD4","Ward Pond outlet","Boston/Brighton","CRWA","Charles River Watershed Association",1,16,"42.3225","-71.1183","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","Outlet of Ward Pond - at end of walking path that leads to the pond - sampled in pond directly US of stream that leads out of pond","","",""
"MUD6","Leverett Pond footbridge DS","Boston/Brighton","CRWA","Charles River Watershed Association",1,16,"42.3268","-71.1154","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","Downstream side of footbridge over inlet to Leverett Pond","","",""
"MUD7B_OUT","BWSC outfall #233 ","Boston/Brookline ","CRWA","Charles River Watershed Association",3,16,"42.3269","-71.1147","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","Leverett Pond, southern bank; BWSC outfall #233 located near Daisy Field, southern shore.","Grab","",""
"MUD7C","Daisy Field to Leverett Pond erosion gully","Boston/Brookline ","CRWA","Charles River Watershed Association",3,16,"42.327","-71.1147","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","Erosion gully from Daisy Field to Leverett Pond, Boston; erosion path begins directly across from the stadium light pole near home plate.  Path should be obvious from light colored sand which runs from baseball diamond to sourthern shore of pond.  ","Grab","",""
"MUD8","Leverett Pond Village Brook drain US","Boston/Brighton","CRWA","Charles River Watershed Association",1,16,"42.3289","-71.1146","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","Leverett Pond, west side, US of Village Brook drain - across from red house with white trip at small break in vegetation ","","",""
"ND","New River Dam","Boston","CRWA","Charles River Watershed Association",1,4,"42.36935","-71.06184","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","New River Dam near Paul Revere Park.","","",""
"ND2","","",,"",1,23,"","","","",,"","","","","","","","","","",""
"Northeastern","Northeastern","Boston","CRWA","Charles River Watershed Association",1,4,,,,,,,,,,,,,"Site name from 1998 flagging data",,,
"NP4","US MBTA bridge at pilings","Boston","CRWA","Charles River Watershed Association",1,13,"42.3688","-71.0662","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","Charles River, center channel, just upstream of MBTA bridge, at pilings","","",""
"PSB","US of Prospect St. bridge","Waltham","CRWA","Charles River Watershed Association",1,4,"42.36869","-71.24340","GPS- Unspecified","NAD83","01090001","0109000107","010900010703","","","","","","River sample, sample collected from RB US of Prospect St. bridge","","",""
"PSOUT","Waltham outfall ","Waltham","CRWA","Charles River Watershed Association",3,4,"42.36869","-71.24340","GPS- Unspecified","NAD83","01090001","0109000107","010900010703","","","","","","Waltham outfall on RB directly US of Prospect St. ","","",""
"Riverside","Riverside","Cambridge","CRWA","Charles River Watershed Association",1,4,,,,,,,,,,,,,"Site name from 1998 flagging data",,,
"ROB","Knollwood Dr","Waltham","CRWA","Charles River Watershed Association",1,4,"42.35647","-71.2566","Interpolation- Digital Map Srce","WGS84",,,,,,,,,"Roberta's house (2013)","Deployed ISCO 6712",,
"ROV1","Rotating site 1",,"CRWA","Charles River Watershed Association",,,,,,,,,,,,,,,,,,
"ROV2","Rotating site 2",,"CRWA","Charles River Watershed Association",,,,,,,,,,,,,,,,,,
"ROV3","Rotating site 3",,"CRWA","Charles River Watershed Association",1,,,,,,,,,,,,,,,,,
"ROV4","Rotating site 4",,"CRWA","Charles River Watershed Association",,,,,,,,,,,,,,,,,,
"ROV5","Rotating site 5",,"CRWA","Charles River Watershed Association",,,,,,,,,,,,,,,,,,
"ROV6","Rotating site 6",,"CRWA","Charles River Watershed Association",,,,,,,,,,,,,,,,,,
"ROV7","Rotating site 7",,"CRWA","Charles River Watershed Association",,,,,,,,,,,,,,,,,,
"ROV8","Rotating site 8",,"CRWA","Charles River Watershed Association",,,,,,,,,,,,,,,,,,
"SAW_OUT","Mt. Auburn Club DS of outfall pipe","Watertown","CRWA","Charles River Watershed Association",3,17,"42.3638","-71.1511","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","Brook sample, collected DS of outfall pipe by Mt. Auburn Club.","wading or pole","",""
"SAW1","Old WAT21 outfall","Watertown","CRWA","Charles River Watershed Association",1,17,"42.3639","-71.1559","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","Brook sample, old WAT21 outfall, accesed from Arlington Street.","wading or pole","",""
"SAW1B","US Arlington Street bridge","Watertown","CRWA","Charles River Watershed Association",1,17,"42.3642","-71.1547","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","Brook sample US of Arlington Street bridge, in the left channel.","wading or pole","",""
"SAW2A","DS of Arlington Street bridge","Watertown","CRWA","Charles River Watershed Association",1,17,"42.3643","-71.1545","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","Brook sample, DS of Arlington Street bridge, collected mid-channel.","wading or pole","",""
"SAW2B","WAT21B outfall mid-channel","Watertown","CRWA","Charles River Watershed Association",1,17,"42.3644","-71.1546","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","Brook sample, DS of Arlington Street bridge, collected mid-channel of the WAT21B outfall. SAW2B is only sampled when flowing.","wading or pole","",""
"SAW3","Coolidge Ave DS","Watertown","CRWA","Charles River Watershed Association",1,17,"42.3639","-71.1513","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","Brook sample, DS of Coolidge Ave, collected DS of riffle section.","wading or pole","",""
"SAW4","Old GZA site","Watertown","CRWA","Charles River Watershed Association",1,17,"42.3624","-71.1507","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","Brook sample, old GZA site, collected DS of bridge.","wading or pole","",""
"SAW5","Rock in front of outfall pipe","Watertown","CRWA","Charles River Watershed Association",1,17,"42.362","-71.148","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","Brook sample, collected by rock in front of outfall pipe.","wading or pole","",""
"SAW6","Northeastern boathouse dock.","Watertown","CRWA","Charles River Watershed Association",1,17,"42.3644","-71.1413","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","DS of Sawins Brook in Charles River, collected from Northeastern boathouse dock.","wading or pole","",""
"SAWM1","St. Joseph's Cemetery","Boston/Newton","CRWA","Charles River Watershed Association",1,18,"42.29584","-71.17601","GPS- Unspecified","NAD83","01090001","0109000107","010900010701","","","","","","Brook sample, collected in St. Joseph's cemetary as brook flows from Newton into Boston","grab","",""
"SAWM2","Vine St. bridge DS","Newton","CRWA","Charles River Watershed Association",1,18,"42.30285","-71.17138","GPS- Unspecified","NAD83","01090001","0109000107","010900010701","","","","","","Brook sample, collected on DS side of Vine St. bridge, where emerges from culvert","grab","",""
"SAWM5","Hammon Pond Parkway road bridge US","Brookline","CRWA","Charles River Watershed Association",1,18,"42.31301","-71.16676","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","Brook sample, collected at US side of Hammon Pond Parkway road bridge","grab","",""
"SD","Esplanade Swim Dock","Boston","CRWA","Charles River Watershed Association",1,4,"42.35687","-71.07589","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","Dock at Esplanade where swim race starts near Fidl","","",""
"SMB1","Charles River DS South Meadow Brook","Newton","CRWA","Charles River Watershed Association",1,19,"42.30669","-71.21688","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","Charles River sample, collected DS of confluence with South Meadow Brook.","basket","",""
"SMB2","Needham Street parking lot DS of road","Newton","CRWA","Charles River Watershed Association",1,19,"42.31151","-71.21350","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","Brook sample, by Needham Street, collected from parking lot DS of road.","grab or pole","",""
"SMB3","Winchester Street","Newton","CRWA","Charles River Watershed Association",1,19,"42.31285","-71.20792","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","Brook sample, off of Winchester Street.","grab or pole","",""
"SMB4","Dedham Street","Newton","CRWA","Charles River Watershed Association",1,19,"42.31224","-71.20038","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","Brook sample, off of Dedham Street.","grab or pole","",""
"SMB5","Parker Street","Newton","CRWA","Charles River Watershed Association",1,19,"42.31531","-71.19549","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","Brook sample, collected off of Parker Street, by residences, hard to access.","grab or pole","",""
"SMB6","Hagen Road","Newton","CRWA","Charles River Watershed Association",1,19,"42.31638","-71.19047","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","Brook sample, collected off of Hagen Road.","grab or pole","",""
"SMill1_OUT","Arlington Street and Lyon Rd outfall","Brookline","CRWA","Charles River Watershed Association",3,18,"42.31803","-71.16994","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","Outfall sample, outfall off Arlington Street in Brookline directly in line with Lyon Rd","pole or grab","SAWM6",""
"SMill10","Millenium Park footpath culvert","Boston","CRWA","Charles River Watershed Association",1,18,"42.28221","-71.18829","GPS- Unspecified","NAD83","01090001","0109000107","010900010701","","","","","","Brook sample, collected in Millenium Park, at culvert under footpath crossing brook before confluence with the Charles","pole or grab","SAWM C",""
"SMill2_OUT","Gerry Road outfall","Brookline","CRWA","Charles River Watershed Association",3,18,"42.30182","-71.15858","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","Outfall sample, Brookline outfall beginning south branch, off of Gerry Road","grab","",""
"SMill3","Lagrange St. road crossing US","Newton","CRWA","Charles River Watershed Association",1,18,"42.30293","-71.1674","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","Brook sample, US of Lagrange St. road crossing, near intersection of Lagrange St. and Byron Rd., Brook exiting Boston into Newton","pole","",""
"SMill3_OUT","BWSC outfall 14C009","Boston","CRWA","Charles River Watershed Association",3,18,"42.30193","-71.16542","GPS- Unspecified","NAD83","01090001","0109000107","010900010701","","","","","","Outfall sample, BWSC outfall 14C009, off of Broadlawn Park","grab","",""
"SMill4_OUT","St. Joseph's Cemetery US culvert","Newton","CRWA","Charles River Watershed Association",3,18,"42.29615","-71.17643","GPS- Unspecified","NAD83","01090001","0109000107","010900010701","","","","","","Outfall sample, outfall in Newton on RB, double pipe culvert angled 45 degrees downstream, US of St. Joseph's Cemetary,near Newton Boston border, sampled right culvert ","grab","",""
"SMill6_OUT","BWSC outfall 12B124 in St. Joseph's Cemetary","Boston","CRWA","Charles River Watershed Association",3,18,"42.29273","-71.17223","GPS- Unspecified","NAD83","01090001","0109000107","010900010701","","","","","","Outfall sample, BWSC outfall 12B124, in St. Joseph's Cemetary","pole","",""
"SMill7","Dedham Street road crossing US ","Boston","CRWA","Charles River Watershed Association",1,18,"42.29114","-71.17381","GPS- Unspecified","NAD83","01090001","0109000107","010900010701","","","","","","Brook sample, collected at US side of Dedham Street (a.k.a. Baker Rd.) road crossing","pole","SAWM B",""
"SMill9_OUT","Outfall DS of culvert/weir","Boston","CRWA","Charles River Watershed Association",3,18,"42.28311","-71.1743","GPS- Unspecified","NAD83","01090001","0109000107","010900010701","","","","","","Outfall sample,DS of culvert/weir between wetland area and pond which are tributaries to Sawmill Brook","grab","",""
"SP","MIT Sailing Pavilion","Cambridge","CRWA","Charles River Watershed Association",1,4,"42.35837","-71.08783","GPS- Unspecified","NAD83","01090001","0109000107","010900010704",,,"77.6","2.2",,"River sample, collected from the dock at MIT Sailing Pavilion","grab",,
"Stop ","Stop River","Medfield","CRWA","Charles River Watershed Association",1,20,"42.1585","-71.3029","GPS- Unspecified","NAD83","01090001","0109000106","010900010604","","","26.9","52","","Two square bridge culverts","","",""
"Trout","Trout Brook","Dover","CRWA","Charles River Watershed Association",1,21,"42.254","-71.2933","GPS- Unspecified","NAD83","01090001","0109000107","010900010701","","","41.1","37.8","","Square bridge culvert and riffle DS","","",""
"WAB1","Wellesley College service road bridge","Wellesley ","CRWA","Charles River Watershed Association",1,22,"42.2871","-71.3007","GPS- Unspecified","NAD83","01090001","0109000107","010900010704","","","","","","Brook sample, collect on US side of service road bridge, on service road in Wellesley College ","pole or grab","",""
"Waban ","Waban Brook","Wellesley","CRWA","Charles River Watershed Association",1,22,"42.287","-71.3007","GPS- Unspecified","NAD83","01090001","0109000107","010900010701","","","39.3","39.6","","Square bridge culvert  ","","",""
"Watertown_Dam","Watertown Dam","Watertown","CRWA","Charles River Watershed Association",1,4,,,,,,,,,,,,,"Site name from 1998 flagging data",,,
"Weld","Weld","Cambridge","CRWA","Charles River Watershed Association",1,4,,,,,,,,,,,,,"Site name from 1998 flagging data",,,
"WWF1","Waltham Watch Factory Office Park","Waltham","CRWA","Charles River Watershed Association",1,4,"42.36809","-71.24400","GPS- Unspecified","NAD83","01090001","0109000107","010900010703","","","","","","River sample, sample collected from RB on behind Waltham Watch Factory Office Park","","",""
